Line Group.1 Group.2 x weekmax weekmin e abnm
34 34 2000 838711.133185714 851057.183 821194.4816 NA -3.91710635829125
35 35 2000 797659.427171429 811161.48 792011.5997 NA -3.77328701051905
36 36 2000 798970.100885714 801483.492 797071.6383 NA -3.36693734158444
37 37 2000 798843.885342857 806763.2138 793300.8695 NA -3.30388292332109
38 38 2000 791532.0394 805294.8558 775672.6698 NA -3.18690574857052
39 39 2000 753402.452328571 771025.399 737699.4097 NA -3.38206453572554
40 40 2000 781906.337442857 842941.6115 742482.7983 NA -3.63295572832692
41 41 2000 958231.261528571 1050000 869308.6788 NA -3.38067929187934
42 42 2000 1175714.28571429 1270000 1080000 NA -2.55488697948475
43 43 2000 1390000 1480000 1300000 NA -1.90759422044146
44 44 2000 1588571.42857143 1640000 1510000 NA -1.50698837517239
45 45 2000 1630000 1630000 1630000 NA -1.79279054015889
46 46 2000 1652857.14285714 1670000 1640000 NA -2.13690193844191
47 47 2000 1702857.14285714 1720000 1680000 NA -2.28781842581019
48 48 2000 1777142.85714286 1820000 1730000 NA -2.83385719680487
49 49 2000 1890000 1950000 1830000 NA -2.96616963499201
50 50 2000 2008571.42857143 2060000 1970000 NA -2.98696953177896
51 51 2000 2130000 2180000 2080000 NA -3.41771940169314
52 52 2000 2274285.71428571 2370000 2190000 NA -3.93105321864588
53 53 2000 2456666.66666667 2500000 2410000 NA -2.43815553493714
54 1 2001 2643333.33333333 2760000 2540000 NA -1.54383061777749
55 2 2001 2987142.85714286 3130000 2820000 NA -1.01177139046139
56 3 2001 3248571.42857143 3350000 3160000 NA -0.669576665044047
57 4 2001 3411428.57142857 3470000 3360000 NA -0.523448467659814
58 5 2001 3534285.71428571 3570000 3500000 NA -0.572659002988682
59 6 2001 3515714.28571429 3580000 3460000 NA -0.949692026417297
60 7 2001 3395714.28571429 3440000 3360000 NA -1.3725971882888
61 8 2001 3352857.14285714 3360000 3350000 NA -1.60847065874847
62 9 2001 3395714.28571429 3410000 3370000 NA -1.40691153115834
63 10 2001 3415714.28571429 3430000 3400000 NA -1.22673246756757
64 11 2001 3347142.85714286 3390000 3310000 NA -1.33831778803992
65 12 2001 3304285.71428571 3310000 3300000 NA -1.31510027418653
66 13 2001 3341428.57142857 3360000 3310000 NA -1.30798309808007
67 14 2001 3344285.71428571 3360000 3340000 NA -1.27038675952446
68 15 2001 3318571.42857143 3370000 3260000 NA -1.21544464046735
69 16 2001 3262857.14285714 3280000 3240000 NA -1.0827537874414
70 17 2001 3238571.42857143 3250000 3220000 NA -0.878800926312679
71 18 2001 3120000 3210000 3e+06 NA -0.784568715933875
72 19 2001 2840000 2960000 2730000 NA -1.03335266192921
73 20 2001 2618571.42857143 2700000 2540000 NA -1.3236692700678
74 21 2001 2460000 2520000 2400000 NA -1.43238249307967
75 22 2001 2345714.28571429 2390000 2310000 NA -1.44642295041311
76 23 2001 2257142.85714286 2300000 2190000 NA -1.61604951217258
77 24 2001 2082857.14285714 2160000 2010000 NA -2.08186443745509
78 25 2001 1931428.57142857 1980000 1880000 NA -2.42549734628613
79 26 2001 1804285.71428571 1870000 1740000 NA -2.22623138643403
80 27 2001 1702857.14285714 1730000 1670000 NA -1.98923193489832
81 28 2001 1604285.71428571 1640000 1580000 NA -1.98550595532401
82 29 2001 1530000 1570000 1510000 NA -1.92530025506821
83 30 2001 1485714.28571429 1510000 1460000 NA -1.80998104452542
84 31 2001 1407142.85714286 1450000 1360000 NA -1.76754335042607
85 32 2001 1361428.57142857 1380000 1350000 NA -1.48104682966758
86 33 2001 1402857.14285714 1410000 1390000 NA -0.750189081455315
87 34 2001 1391428.57142857 1420000 1370000 NA -0.477916687676458
88 35 2001 1338571.42857143 1370000 1300000 NA -0.470066651382459
89 36 2001 1290000 1300000 1280000 NA -0.468287765242116
90 37 2001 1314285.71428571 1330000 1300000 NA -0.130380532333351
91 38 2001 1301428.57142857 1330000 1290000 NA -0.0763819561371927
92 39 2001 1314285.71428571 1330000 1300000 NA -0.0261454059370082
93 40 2001 1430000 1530000 1340000 NA 0.217688319982749
94 41 2001 1680000 1790000 1570000 NA 0.499666887464772
95 42 2001 1931428.57142857 2030000 1830000 NA 0.614667249582206
96 43 2001 2150000 2240000 2060000 NA 0.63774100081445
97 44 2001 2308571.42857143 2340000 2260000 NA 0.619823747785447
98 45 2001 2284285.71428571 2290000 2260000 NA 0.466624666328178
99 46 2001 2227142.85714286 2250000 2210000 NA 0.100167278364465
100 47 2001 2194285.71428571 2210000 2170000 NA -0.282247723645898
101 48 2001 2185714.28571429 2200000 2170000 NA -0.778940911813774
102 49 2001 2211428.57142857 2240000 2200000 NA -1.24060326938829
103 50 2001 2297142.85714286 2350000 2250000 NA -1.42217115311703
104 51 2001 2450000 2560000 2370000 NA -1.46444377785291
105 52 2001 2768571.42857143 2940000 2620000 NA -0.52468093931838
106 53 2001 3065000 3110000 3020000 NA 0.520724788607736
107 1 2002 3405000 3610000 3180000 NA 1.16396270031156
108 2 2002 3761428.57142857 3810000 3670000 NA 1.17059466864569
109 3 2002 3744285.71428571 3800000 3660000 NA 0.425520441493036
110 4 2002 3625714.28571429 3680000 3590000 NA -0.0412543828145394
111 5 2002 3737142.85714286 3780000 3700000 NA -0.0947888065671763
112 6 2002 3784285.71428571 3830000 3710000 NA -0.32699142238782
113 7 2002 3607142.85714286 3690000 3530000 NA -0.907617672825759
114 8 2002 3454285.71428571 3500000 3410000 NA -1.38821720306643
115 9 2002 3357142.85714286 3390000 3320000 NA -1.47721371130876
116 10 2002 3302857.14285714 3310000 3290000 NA -1.41118986091441
117 11 2002 3454285.71428571 3540000 3340000 NA -1.17295727057205
118 12 2002 3592857.14285714 3620000 3560000 NA -0.907418067950513
119 13 2002 3498571.42857143 3610000 3380000 NA -1.04767487271083
120 14 2002 3251428.57142857 3340000 3190000 NA -1.46492353464565
121 15 2002 3221428.57142857 3290000 3180000 NA -1.45254453995778
122 16 2002 3411428.57142857 3480000 3320000 NA -0.71930045609597
123 17 2002 3432857.14285714 3490000 3320000 NA -0.413648055059265
124 18 2002 3172857.14285714 3280000 3080000 NA -0.651802043261718
125 19 2002 3015714.28571429 3060000 2990000 NA -0.575568675468621
126 20 2002 2984285.71428571 2990000 2980000 NA -0.344639925517315
127 21 2002 2972857.14285714 2980000 2970000 NA -0.143407212149971
128 22 2002 2971428.57142857 2980000 2960000 NA 0.0176968550213674
129 23 2002 2888571.42857143 2950000 2770000 NA 0.0930280436986046
130 24 2002 2590000 2720000 2460000 NA -0.317498213604301
131 25 2002 2317142.85714286 2420000 2210000 NA -0.789489584426714
132 26 2002 2100000 2180000 2030000 NA -0.952185484846559
133 27 2002 1972857.14285714 2020000 1920000 NA -0.830529576880136
134 28 2002 1934285.71428571 1990000 1900000 NA -0.396210829649858
135 29 2002 1961428.57142857 1990000 1930000 NA 0.362776483246649
136 30 2002 1882857.14285714 1920000 1850000 NA 0.458374939676949
137 31 2002 1767142.85714286 1830000 1700000 NA 0.335249127559291
138 32 2002 1612857.14285714 1680000 1550000 NA 0.0732471424002565
139 33 2002 1470000 1530000 1420000 NA -0.326883236764074
140 34 2002 1355714.28571429 1400000 1300000 NA -0.700142718598225
141 35 2002 1250000 1280000 1220000 NA -1.01095120439241
142 36 2002 1192857.14285714 1220000 1170000 NA -1.04174185064454
143 37 2002 1160000 1170000 1150000 NA -1.08029583933349
144 38 2002 1092857.14285714 1130000 1070000 NA -1.34873105098627
145 39 2002 1060000 1060000 1060000 NA -1.54760691296372
146 40 2002 1145714.28571429 1250000 1060000 NA -1.47139330043385
147 41 2002 1395714.28571429 1510000 1280000 NA -1.02869936958163
148 42 2002 1651428.57142857 1750000 1550000 NA -0.559685546064532
149 43 2002 1864285.71428571 1940000 1780000 NA -0.31915193950732
150 44 2002 2002857.14285714 2020000 1970000 NA -0.283227431406967
151 45 2002 2132857.14285714 2240000 2030000 NA -0.0562967570072559
152 46 2002 2382857.14285714 2490000 2280000 NA 0.706735797349279
153 47 2002 2527142.85714286 2550000 2490000 NA 1.07617661822701
154 48 2002 2472857.14285714 2480000 2470000 NA 0.665248505260381
155 49 2002 2527142.85714286 2600000 2470000 NA 0.454286360826914
156 50 2002 2715714.28571429 2850000 2620000 NA 0.847561148605473
157 51 2002 2964285.71428571 3010000 2900000 NA 1.67474918903318
158 52 2002 3107142.85714286 3140000 3040000 NA 1.80858562195508
159 53 2002 3100000 3110000 3090000 NA 0.690961738729496
160 1 2003 3033333.33333333 3080000 3010000 NA -0.157345636524017
161 2 2003 3001428.57142857 3010000 3e+06 NA -0.971506334020301
162 3 2003 3048571.42857143 3090000 3010000 NA -1.11140258698984
163 4 2003 3314285.71428571 3540000 3120000 NA -0.742043119456339
164 5 2003 3822857.14285714 4010000 3620000 NA 0.107128177836276
165 6 2003 4071428.57142857 4080000 4060000 NA 0.338768265962845
166 7 2003 4228571.42857143 4390000 4060000 NA 0.459045092217642
167 8 2003 4528571.42857143 4670000 4410000 NA 0.944608130354695
168 9 2003 4585714.28571429 4730000 4360000 NA 0.762040915704518
169 10 2003 4107142.85714286 4290000 3940000 NA -0.0966390703540066
170 11 2003 3791428.57142857 3900000 3720000 NA -0.652622842273171
171 12 2003 3718571.42857143 3730000 3710000 NA -0.72981393850116
172 13 2003 3670000 3700000 3620000 NA -0.763702263217117
173 14 2003 3561428.57142857 3580000 3550000 NA -0.815469993087206
174 15 2003 3762857.14285714 3930000 3600000 NA -0.131061276621438
175 16 2003 4148571.42857143 4310000 3990000 NA 1.08398722634868
176 17 2003 4372857.14285714 4430000 4350000 NA 1.83687098379917
177 18 2003 4472857.14285714 4500000 4440000 NA 2.61354044678322
178 19 2003 4364285.71428571 4420000 4250000 NA 2.9378303750907
179 20 2003 4057142.85714286 4200000 3930000 NA 2.5274344407226
180 21 2003 3801428.57142857 3890000 3720000 NA 1.9390598155359
181 22 2003 3622857.14285714 3690000 3530000 NA 1.5419859675285
182 23 2003 3398571.42857143 3500000 3290000 NA 1.47343683882533
183 24 2003 3111428.57142857 3250000 2950000 NA 1.49656846725637
184 25 2003 2747142.85714286 2890000 2590000 NA 1.0343561056462
185 26 2003 2402857.14285714 2540000 2270000 NA 0.352634472334808
186 27 2003 2164285.71428571 2230000 2100000 NA -0.00901573574555164
187 28 2003 1960000 2050000 1870000 NA -0.272369651025898
188 29 2003 1801428.57142857 1860000 1750000 NA -0.485781777320453
189 30 2003 1668571.42857143 1740000 1590000 NA -0.765558145324327
190 31 2003 1510000 1570000 1430000 NA -1.16674549957311
191 32 2003 1341428.57142857 1410000 1280000 NA -1.60468385017297
192 33 2003 1250000 1270000 1240000 NA -1.71388536617793
193 34 2003 1245714.28571429 1260000 1220000 NA -1.38459889383727
194 35 2003 1191428.57142857 1210000 1160000 NA -1.36863292493124
195 36 2003 1115714.28571429 1150000 1090000 NA -1.49713185964058
196 37 2003 1087142.85714286 1100000 1080000 NA -1.52886695652799
197 38 2003 1091428.57142857 1100000 1090000 NA -1.35744577081401
198 39 2003 1135714.28571429 1160000 1100000 NA -1.09458747547824
199 40 2003 1197142.85714286 1240000 1160000 NA -1.16583079623788
200 41 2003 1300000 1340000 1260000 NA -1.54327494356208
201 42 2003 1392857.14285714 1430000 1350000 NA -1.64416440326892
202 43 2003 1477142.85714286 1510000 1440000 NA -1.61574187364332
203 44 2003 1545714.28571429 1560000 1520000 NA -1.63358433487226
204 45 2003 1625714.28571429 1690000 1570000 NA -1.80759020308348
205 46 2003 1744285.71428571 1770000 1710000 NA -1.78075161536826
206 47 2003 1827142.85714286 1890000 1780000 NA -1.78059560287911
207 48 2003 2025714.28571429 2120000 1930000 NA -1.58366337306903
208 49 2003 2230000 2310000 2150000 NA -1.14090387937563
209 50 2003 2390000 2450000 2330000 NA -0.91864692235948
210 51 2003 2524285.71428571 2580000 2470000 NA -1.01100479374714
211 52 2003 2662857.14285714 2790000 2590000 NA -1.25321142680461
212 53 2003 2895000 2930000 2860000 NA -0.306140397697956
213 1 2004 3203333.33333333 3390000 3e+06 NA 0.447019611714676
214 2 2004 3578571.42857143 3640000 3460000 NA 0.655201946199738
215 3 2004 3552857.14285714 3590000 3530000 NA 0.00262991620205837
216 4 2004 3497142.85714286 3520000 3470000 NA -0.330570833721704
217 5 2004 3514285.71428571 3580000 3470000 NA -0.619772966016155
218 6 2004 3720000 3800000 3620000 NA -0.476042098884237
219 7 2004 3835714.28571429 3850000 3810000 NA -0.404937115568415
220 8 2004 3868571.42857143 3930000 3840000 NA -0.488590412252429
221 9 2004 3997142.85714286 4030000 3950000 NA -0.310718277701842
222 10 2004 4052857.14285714 4080000 4030000 NA -0.185365411457551
223 11 2004 4140000 4170000 4090000 NA -0.11464995877772
224 12 2004 4070000 4140000 3970000 NA -0.233329667540469
225 13 2004 3841428.57142857 3930000 3780000 NA -0.479729653723405
226 14 2004 3715714.28571429 3760000 3670000 NA -0.492239659039686
227 15 2004 3647142.85714286 3670000 3630000 NA -0.413489098073268
228 16 2004 3631428.57142857 3650000 3600000 NA -0.181109946219077
229 17 2004 3554285.71428571 3580000 3520000 NA -0.122927510525881
230 18 2004 3444285.71428571 3500000 3400000 NA 0.0299727623520609
231 19 2004 3390000 3390000 3390000 NA 0.399548433902714
232 20 2004 3421428.57142857 3460000 3390000 NA 0.825606087890694
233 21 2004 3485714.28571429 3500000 3470000 NA 1.14556806877973
234 22 2004 3498571.42857143 3510000 3480000 NA 1.25116765001069
235 23 2004 3321428.57142857 3460000 3170000 NA 1.26463550847002
236 24 2004 2991428.57142857 3130000 2820000 NA 1.07908462837336
237 25 2004 2640000 2770000 2500000 NA 0.57990950512969
238 26 2004 2318571.42857143 2450000 2210000 NA -0.0104993836732135
239 27 2004 2120000 2190000 2070000 NA -0.199067445261761
240 28 2004 2038571.42857143 2060000 2010000 NA 0.10603395032509
241 29 2004 1980000 2010000 1950000 NA 0.461269852776759
242 30 2004 1884285.71428571 1940000 1820000 NA 0.466534493576957
243 31 2004 1721428.57142857 1790000 1660000 NA 0.0682278605135306
244 32 2004 1582857.14285714 1640000 1520000 NA -0.112208388357837
245 33 2004 1435714.28571429 1490000 1400000 NA -0.543039412776623
246 34 2004 1351428.57142857 1390000 1320000 NA -0.726809842308837
247 35 2004 1310000 1320000 1290000 NA -0.644545539450184
248 36 2004 1297142.85714286 1300000 1290000 NA -0.426122023668409
249 37 2004 1318571.42857143 1340000 1310000 NA -0.103993996027792
250 38 2004 1351428.57142857 1360000 1350000 NA 0.228633237833477
251 39 2004 1402857.14285714 1430000 1370000 NA 0.503801860555441
252 40 2004 1478571.42857143 1510000 1450000 NA 0.506275129501163
253 41 2004 1554285.71428571 1570000 1530000 NA -0.176193567912533
254 42 2004 1601428.57142857 1620000 1580000 NA -0.769391402430021
255 43 2004 1654285.71428571 1680000 1630000 NA -1.02246825064382
256 44 2004 1754285.71428571 1810000 1690000 NA -1.01748399766622
257 45 2004 1868571.42857143 1890000 1830000 NA -0.968942637356835
258 46 2004 1904285.71428571 1920000 1880000 NA -1.15748854998937
259 47 2004 1951428.57142857 1990000 1920000 NA -1.27337277994802
260 48 2004 2012857.14285714 2020000 2e+06 NA -1.64832857084847
261 49 2004 2060000 2110000 2020000 NA -2.05353675718382
262 50 2004 2208571.42857143 2320000 2130000 NA -1.90245580399347
263 51 2004 2547142.85714286 2760000 2370000 NA -0.871485106329979
264 52 2004 3148571.42857143 3440000 2840000 NA 2.09409081299698
265 53 2004 3613333.33333333 3690000 3540000 NA 3.18777034051531
266 1 2005 3891666.66666667 3990000 3770000 NA 2.89410635213213
267 2 2005 4068571.42857143 4120000 4010000 NA 2.03629338212913
268 3 2005 4124285.71428571 4170000 4050000 NA 1.26498969319005
269 4 2005 4045714.28571429 4170000 3990000 NA 0.903846023482198
270 5 2005 4455714.28571429 4660000 4240000 NA 1.59794857934844
271 6 2005 4717142.85714286 4780000 4600000 NA 1.83589950543797
272 7 2005 4420000 4540000 4340000 NA 0.880040058920668
273 8 2005 4794285.71428571 5140000 4450000 NA 1.52161014101471
274 9 2005 5515714.28571429 5730000 5250000 NA 2.45710459266457
275 10 2005 5612857.14285714 5720000 5500000 NA 2.36434944341272
276 11 2005 5357142.85714286 5460000 5260000 NA 1.76384551965722
277 12 2005 4958571.42857143 5190000 4830000 NA 1.02200861106746
278 13 2005 4878571.42857143 4890000 4850000 NA 1.23830463371355
